file	line	kind	key	speaker	english	japanese	chinese	note
AR_GH_WRECKED.TXT	40	voice	a2s17_soldier1_2.wav	Soldier1	Soldier: Yes sir!  Right away sir!	了解！	明白！	
AR_GH_WRECKED.TXT	41	voice	a2s18_soldier1_1.wav	Soldier1	Soldier: Mein Gott! Sir!  Everyone's dead!	くそっ！　基地は 全滅しました！	该死！基地已经全军覆没了！	
AR_GH_WRECKED.TXT	42	voice	a2s18_Soldier2_1.wav	Soldier2	Soldier: Order from G.G.G. Oberscharfuhrer: unload the crates.	G・G・G上級指揮官殿の命令だ ただちに積荷を降ろせ	这是反幽灵小组高级指挥官的命令。立刻卸下货物！	
AR_GH_WRECKED.TXT	43	voice	a2s18_soldier1_2.wav	Soldier1	Soldier: Yes sir!	わかりました！	明白！	
AR_GH_WRECKED.TXT	44	voice	a2s18_rayne1.wav	$	Rayne: How did this...?!			
AR_GH_WRECKED.TXT	45	voice	a2s18_rayne2.wav	$	Rayne: New objectives and another target list.	新しい任務が追加されたようね	看来又有新任务了。	
AR_GH_WRECKED.TXT	46	voice	a2s18_rayne3.wav	$	"Rayne: ""In the preliminary G.G.G. headquarters at Falkenburg a Nazi officer has your next target list..."	「フォーケンバーグ城に 設営された仮指令所のナチス将校が\n暗殺リストを所持...	“设在福肯堡城临时指挥所的一名纳粹军官，\n持有暗杀名单……	
AR_GH_WRECKED.TXT	47	voice	a2s18_rayne4.wav	$	"Rayne: ...terminate him and obtain the file."""	...始末した後 リストを入手せよ」	……干掉他后，拿到名单。”	
AR_GH_WRECKED.TXT	49	hud	ObjectiveFindExit		Find the exit.	G.G.G採掘施設から脱出せよ	逃离反幽灵小组采掘设施	
AR_MB_BARRACKS.TXT	0	hud	MissionDescription		Death's Quarters	Death's Quarters	死亡舱室	
AR_MB_BARRACKS.TXT	2	voice	a2s9_Daemite4.wav	Daemite	Daemite: Hello?	おーい	喂——！	
AR_MB_BARRACKS.TXT	3	voice	a2s9_Daemite5.wav	Daemite	Daemite: Nazis want to come out and play?	ナチスさん 出てらっしゃい 遊びましょ	纳粹先生们，出来陪我玩啊。	
AR_MB_BARRACKS.TXT	4	voice	a2s9_Daemite6.wav	Daemite	Daemite: I'll bite.	そうしたら食べてやる	玩完以后，我再把你们吃掉。	
AR_MB_BARRACKS.TXT	5	voice	a2s9_Daemite7.wav	Daemite	Daemite: Heheheheh.			
AR_MB_BARRACKS.TXT	6	voice	a2s9_rayne6.wav	$	Rayne: Very attractive.	楽しそうじゃない	看起来挺开心嘛。	
AR_MB_BARRACKS.TXT	7	voice	a2s9_DaemiteOff1.wav	DaemiteOff	Officer: I'll wear you like lederhosen.	お前もこうしてやろうか？	要不要我也把你弄成这样？	
AR_MB_BARRACKS.TXT	8	voice	a2s9_rayne7.wav	$	Rayne: Whatever you are, you just said the wrong words.	やれるもんならやってみれば	有本事就试试看。	
AR_MB_BARRACKS.TXT	9	voice	a2s9_rayne8.wav	$	Rayne: There must be a way through.	ここは通り抜けられそう	这里好像可以穿过去。	
AR_MB_BARRACKS.TXT	10	voice	a2s9_rayne9.wav	$	Rayne: Aaaah!	ああっ！	啊！	
AR_MB_BARRACKS.TXT	11	voice	a2s9_rayne10.wav	$	Rayne: Ugly bastards.  Where'd they come from?	醜い連中ね どこから沸いたの	真丑。这些东西到底是从哪儿冒出来的？	
AR_MB_BARRACKS.TXT	12	voice	a2s9_rayne11.wav	$	Rayne: Salt water.  Of course.	海水ね 間違いない	是海水，肯定没错。	
AR_MB_BARRACKS.TXT	13	voice	a2s9_rayne12.wav	$	Rayne: The guns are useless.	銃は使えないわ	枪在这里用不了。	
AR_MB_BARRACKS.TXT	15	voice	a6s1_rayne195.wav	$	Rayne: I don't know what they were storing down there, but it gunked up my guns.	水浸し...どうしていつもこうなの？	又是一片水……为什么每次都这样？	
AR_MB_BARRACKS.TXT	16	voice	a6s1_rayne196.wav	$	Rayne: They're useless.	銃は使えないわ	枪在这里用不了。	
AR_MB_BARRACKS.TXT	18	hud	ost_daemiteofficerisdead		Brigadier General Major R. Wauher Eliminated	R・ワウハー准将を抹殺した	R·瓦乌赫准将已被消灭	
AR_MB_BARRACKS.TXT	20	hud	objectiveOfficer		Eliminate Target	G.G.G将校を抹殺せよ	消灭反幽灵小组军官	
AR_MB_BARRACKS.TXT	21	hud	objectiveToRooftop		Find East elevator and exit the Barracks.	次の任務に向え	前往下一个任务区域	
AR_MB_BARRACKS.TXT	23	hud	ost_doorcantopen		This door cannot be opened.	ここは開かない	这里打不开。	
AR_MB_BARRACKS.TXT	24	hud	ost_doorislocked		This door is locked.	カギがかかっている	门锁着。	
AR_MB_BARRACKS.TXT	25	hud	ost_blank					
AR_MB_BARRACKS.TXT	27	hud	ost_jumpharpoon		Press @@harpoonbitebuttonname@@ while jumping to execute a jump-harpoon attack.	空中からのハープーン攻撃をマスターした\n(ジャンプ中に@@harpoonbitebuttonname@@)	已掌握空中鱼叉攻击\n（跳跃时按@@harpoonbitebuttonname@@）	
AR_MB_BOILER.TXT	0	hud	MissionDescription		The Laboratory	The Laboratory	实验室	
AR_MB_BOILER.TXT	2	voice	a2s11_Daemite9.wav	Daemite	Daemite: Breathe!  Breathe!	吸いこめ！　吸い込め！	吸进去！快吸进去！	
AR_MB_BOILER.TXT	3	voice	a2s11_Daemite10.wav	Daemite	Daemite: Breathe!  Breathe!	吸え！　吸え！	吸！快吸！	
AR_MB_BOILER.TXT	4	voice	a2s11_Rayne1.wav	$				
AR_MB_BOILER.TXT	5	voice	a2s11_Daemite11.wav	Daemite	Daemite: Breathe!  Breathe!  BREATHE!	吸え！　吸え！　吸い込め！	吸！吸！把它吸进去！	
AR_MB_BOILER.TXT	6	voice	a2s11_Daemite12.wav	Daemite	Daemite: Take deep breaths.  Breathe!	深く吸うんだ！　吸え！	深吸一口！快吸！	
AR_MB_BOILER.TXT	7	voice	a2s11_Daemite13.wav	Daemite	Daemite: Take deep breaths.  TAKE DEEP BREATHS!	深く息をしろ！　深く吸い込め！	深呼吸！给我使劲吸进去！	
AR_MB_BOILER.TXT	8	voice	a2s11_Daemite14.wav	Daemite	Daemite: Work or shower.  Work or shower!  Hahahahahaha!	どうだ　シャワーは好きか？	怎么样，喜欢这场淋浴吗？	
AR_MB_BOILER.TXT	9	voice	a2s11_Rayne2.wav	$				
AR_MB_BOILER.TXT	10	voice	a2s11_Rayne3.wav	$				
AR_MB_BOILER.TXT	11	voice	a2s11_Daemite15.wav	Daemite	Daemite: Heheheh.			
AR_MB_BOILER.TXT	12	voice	a2s11_Rayne4.wav	$	Rayne: Asshole.  Time to get out of here.	クソッたれ　そっちも吸い込みな	该死，你也给我吸进去！	
AR_MB_BOILER.TXT	13	voice	a2s11_Rayne5.wav	$	Rayne: Holy shit.  What are they doing down here?	奴ら　ここで何をしてるの...	他们到底在这里干什么……	
AR_MB_BOILER.TXT	14	voice	a2s11_Rayne6.wav	$	"Rayne: You must be the mysterious ""Kommando""."	あなたが噂の変態コマンドーさんね？	你就是传闻中的变态突击队员？	
AR_MB_BOILER.TXT	15	voice	a2s11_Rayne7.wav	$	Rayne: I'm sorry.  Was I talking too fast?  Can't keep the words apart?	ひょっとして 私の喋るのが早すぎて 言葉が理解できない？	怎么，我说得太快，你听不懂吗？	
AR_MB_BOILER.TXT	16	voice	a2s11_Rayne8.wav	$	Rayne: Still thinking about the first thing I said?	変態って言われたんで怒ってるわけ？	被我叫作变态，所以生气了？	
AR_MB_BOILER.TXT	17	voice	a2s11_Rayne9.wav	$	Rayne: I'll talk slower.  Read my lips: you're dead.  Any last words?	ゆっくり話すから唇の動きを見てて\n「ぶっ殺す」返事は？	我慢点说，你看清我的嘴型。\n“宰、了、你。”听懂了吗？	
AR_MB_BOILER.TXT	18	voice	a2s11_Rayne10.wav	$	Rayne: I tried.	やってみたけど	我刚才已经试过了。	
AR_MB_BOILER.TXT	19	voice	a2s11_butcheress1.wav	none	Butcheress: Kommando, Hauptmann Eckstein, rendezvous on the roof!  Our transport will be arriving shortly.	コマンドー エクスタイン\n屋上に急行して\n移送部隊が到着するわよ	突击队员埃克施泰因，\n立刻赶往屋顶。\n转移部队即将抵达。	
AR_MB_BOILER.TXT	20	voice	a2s11_butcheress2.wav	none	Butcheress: Repeat: meet on the roof immediately.	屋上に急行し 我々と合流して	立刻赶往屋顶，与我们会合。	
AR_MB_BOILER.TXT	21	voice	a2s11_RoofOff1.wav	RoofOff	Officer: I got you now, bitch!  Prepare for a painful death.	罠に掛かったな アマ じわじわ痛めつけてやる	你中计了，臭娘们！我要慢慢折磨你！	
AR_MB_BOILER.TXT	22	voice	a2s11_Rayne11.wav	$	Rayne: Sure.  I'm ready.  Just tell me one thing.  What the hell were you guys thinking when you made those things downstairs?	死ぬ前に教えてくれる？\nあんた達は何のためにあんな煮干のバケモノを造ってるのかしら？	在我死之前，能不能告诉我？\n你们到底为什么要造出那种干瘪的怪物？	
AR_MB_BOILER.TXT	23	voice	a2s11_RoofOff2.wav	RoofOff	Officer: What's it to you?	おまえはなんだ？	你到底是什么人？	
AR_MB_BOILER.TXT	24	voice	a2s11_Rayne13.wav	$	Rayne: I'm just curious.	好奇心旺盛なの	我只是好奇心比较旺盛。	
AR_MB_BOILER.TXT	25	voice	a2s11_RoofOff3.wav	RoofOff	Officer: Well, you can't say that I don't have a heart.  We didn't make them.  We woke them up when we searched for the skull of Beliar.	造ったと言われると少しばかり語弊がある\nあれは造ったのではなく\nベリアルの頭蓋骨を捜索中に 偶然に発見した	说是“造出来的”并不准确。\n那东西不是我们制造的，\n而是我们寻找贝利亚头骨时偶然发现的。	
AR_MB_BOILER.TXT	26	voice	a2s11_RoofOff4.wav	RoofOff	Officer: The Butcher-	お嬢さん	小姐……	
AR_MB_BOILER.TXT	27	voice	a2s11_RoofOff5.wav	RoofOff	Officer: I mean the Doctor, took a special interest in them.	いや ドクター・メンゲールがその後研究を続けた	不，后来是门格勒博士继续进行了研究。	
AR_MB_BOILER.TXT	28	voice	a2s11_RoofOff6.wav	RoofOff	Officer: But everything went wrong.  We can't control them.	しかし研究は逸脱し すでに制御を失った	可研究逐渐失控，现在已经无法控制那些东西了。	
AR_MB_BOILER.TXT	29	voice	a2s11_RoofOff7.wav	RoofOff	Officer: But this is inconsequential to you.  Aufwiedersehen fraulein.	まぁ もうすぐ死んでしまうお前には 関係のない話だろうがな	不过，对马上就要死的你来说，这些也无所谓了。	
AR_MB_BOILER.TXT	30	voice	a2s11_Rayne14.wav	$				
AR_MB_BOILER.TXT	31	voice	a2s11_Rayne15.wav	$	Rayne: After you.	悪いわね	不好意思。	
AR_MB_BOILER.TXT	32	voice	a2s11_butcheress3.wav	Butcheress	Butcheress: Who the hell are you!?	あんた誰なの？	你是什么人？	
AR_MB_BOILER.TXT	33	voice	a5s1_rayne6.wav	$	Rayne: And these must be the infamous G.G.G. Elite.	悪名高いG.G.Gのエリートね	原来你就是臭名昭著的反幽灵小组精英。	
AR_MB_BOILER.TXT	34	voice	a5s1_rayne7.wav	$	Rayne: Nope, I need a control turnkey.	コントロールキーが必要ね	我需要一把控制钥匙。	
AR_MB_BOILER.TXT	35	voice	a5s1_rayne8.wav	$	Rayne: Hmmm, Kommando's sure to have a control turnkey.	うむ コマンドーがコントロールキーを\n持ってるのね	嗯……看来那个突击队员\n拿着控制钥匙。	
AR_MB_BOILER.TXT	36	voice	a5s1_rayne9.wav	$	Rayne: Kommando's turnkey should do the trick.	このキーで扉が開くはず...	这把钥匙应该能打开门……	
AR_MB_BOILER.TXT	40	hud	ost_kommandoisdead		Kommando Eliminated	コマンド－歩兵大佐を抹殺した	突击队步兵上校已被消灭	
AR_MB_BOILER.TXT	41	hud	ost_officerisdead		Major P. Eckstein Eliminated	P・エクスタイン陸軍少将	P·埃克施泰因陆军少将	
AR_MB_BOILER.TXT	42	hud	objectiveOfficer		Eliminate Officer	G.G.G将校を抹殺せよ	消灭反幽灵小组军官	
AR_MB_BOILER.TXT	43	hud	objectiveToRooftop		Find a route to the Rooftop.	屋上に向え	前往屋顶	
AR_MB_BOILER.TXT	44	hud	objectiveGas		Deactivate the alarm and poison gas.	毒ガスを排気せよ	排出毒气	
AR_MB_BOILER.TXT	45	hud	objectiveTurnkey		Find a control turnkey.	コントロ－ルキ－を入手せよ	取得控制钥匙	
AR_MB_BOILER.TXT	46	hud	objectiveBoilerDoor		Use the Kommando's control turnkey to open the door on the 3rd floor.	コントロ－ルキ－で3階のシャッタ－を開放せよ	使用控制钥匙打开三楼闸门	
AR_MB_BOILER.TXT	47	hud	objectiveKommando		Eliminate Officer	G.G.G将校を抹殺せよ	消灭反幽灵小组军官	
AR_MB_BOILER.TXT	49	hud	ost_doorcantopen		This door cannot be opened.	ここは開かない	这里打不开。	
AR_MB_BOILER.TXT	50	hud	ost_doorislocked		This door is locked.	カギがかかっている	门锁着。	
AR_MB_BOILER.TXT	51	hud	ost_blank					
AR_MB_EXCAVATION.TXT	0	hud	MissionDescription		The Mill Mile	The Mill Mile	磨坊大道	
AR_MB_EXCAVATION.TXT	2	voice	a2s13_rayne1.wav	$	Rayne: Aww, now what the hell is that!?	何なの このバケモノは？	这是什么怪物？	
AR_MB_EXCAVATION.TXT	3	voice	a2s13_rayne2.wav	$	Rayne: This way to the mine.	採掘場はこの下ね	采掘场就在下面。	
AR_MB_EXCAVATION.TXT	5	hud	objectiveToMine		Find a route to the Mine.	採掘場に侵入せよ	潜入采掘场	
AR_MB_EXCAVATION.TXT	6	hud	objectiveTurnOnCrushers		Activate Crushers.	クラッシャーを作動させろ	启动粉碎机	
AR_MB_EXCAVATION.TXT	7	hud	objectiveDestroy		Destroy all opposition.	デアマイツ・ウォーリアーを始末せよ	消灭魔蛭战士	
AR_MB_EXCAVATION.TXT	9	voice	a5s5_Rayne127.wav	$	Rayne: The battery's dead.  I need another one.	バッテリーが見当たらないわ	这里没有电池。	
AR_MB_EXCAVATION.TXT	10	voice	a5s5_Rayne130.wav	$	Rayne: Ah!  A battery.	あら バッテリーだわ	啊，找到电池了。	
AR_MB_EXCAVATION.TXT	12	hud	ost_doorcantopen		This door cannot be opened.	ここは開かない	这里打不开。	
AR_MB_EXCAVATION.TXT	13	hud	ost_doorislocked		This door is locked.	鍵がかかっている	门锁着。	
AR_MB_EXCAVATION.TXT	14	hud	ost_blank					
AR_MB_GARAGE.TXT	0	hud	MissionDescription		Lurking Underground	Lurking Underground	地下潜伏	
AR_MB_GARAGE.TXT	2	voice	a2s9_soldier1_1.wav	Soldier1	Soldier: What the hell is that!?	ありゃいったい何だ？！	那到底是什么东西！？	
AR_MB_GARAGE.TXT	3	voice	a2s9_JeepOff3.wav	JeepOff	Officer: Get away from me!	そばに来るな！	别靠近我！	
AR_MB_GARAGE.TXT	4	voice	a2s9_Daemite3.wav	Daemite	Daemite: Hehehehehehahahaha.			
AR_MB_GARAGE.TXT	5	voice	a2s9_rayne1.wav	$	Rayne: Wow, that was unexpected.	思ってたより楽に来れたわ	比我想象中顺利多了。	
AR_MB_GARAGE.TXT	6	voice	a2s9_rayne2.wav	$	Rayne: What...happened here...?	何か...おかしいわ	有什么地方……不对劲。	
AR_MB_GARAGE.TXT	7	voice	a2s9_rayne3.wav	$	Rayne: Hello?	だれかいる？	有人吗？	
AR_MB_GARAGE.TXT	8	voice	a2s9_rayne4.wav	$	Rayne: Nazis wanna come out and play?	ナチのみなさん 遊ばない？	各位纳粹，不出来陪我玩吗？	
AR_MB_GARAGE.TXT	9	voice	a2s9_rayne5.wav	$	Rayne: Come on now.  I promise I'll bite.	絶対噛まないと約束するわ	我保证绝对不咬你们。	
AR_MB_GARAGE.TXT	11	hud	objectiveToBarracks		Make your way to the Barracks.	地下兵舎に侵入せよ	潜入地下兵营	
AR_MB_GARAGE.TXT	12	hud	objectiveTurnOffAlarm		Deactivate Alarm.	警報を解除せよ	解除警报	
AR_MB_GARAGE.TXT	14	hud	ost_doorcantopen		This door cannot be opened.	ここは開かない	这里打不开。	
AR_MB_GARAGE.TXT	15	hud	ost_doorislocked		This door is locked.	鍵がかかっている	门锁着。	
AR_MB_GARAGE.TXT	16	hud	ost_blank					
AR_MB_ROOFTOP.TXT	0	hud	MissionDescription		Hell Hall	Hell Hall	地狱大厅	
AR_MB_ROOFTOP.TXT	1	hud	MissionDescription2		The Butcheress	The Butcheress	屠夫女	
AR_MB_ROOFTOP.TXT	3	voice	a2s10_native1.wav	Native	Native: Aarrgh!	ああああ！	啊啊啊啊！	
AR_MB_ROOFTOP.TXT	4	voice	a2s10_Native21.wav	Native2	Native2: No!  No!  No!  Please!  Anything but this!  Have mercy!  I beg you!	お願いだ！　やめてくれ！	求求你！住手！	
AR_MB_ROOFTOP.TXT	5	voice	a2s10_Native22.wav	Native2	Native2: Ak!	ああっ！	啊！	
AR_MB_ROOFTOP.TXT	6	voice	a2s10_native2.wav	Native	Native: Aarrgh!	ああああ！	啊啊啊啊！	
AR_MB_ROOFTOP.TXT	7	voice	a2s10_rayne1.wav	$	Rayne: That big blond bitch is one of my targets.  I wish I could get to her now.	あの巨乳のメス豚がターゲットなんて\nなんだかムカツクわね	那个大胸贱人竟然也是目标，\n真让人不爽。	
AR_MB_ROOFTOP.TXT	8	voice	a2s10_rayne2.wav	$	Rayne: Not good.	これはヤバいわ...	这下麻烦了……	
AR_MB_ROOFTOP.TXT	9	voice	a2s10_rayne3.wav	$	Rayne: This is not going to hold.  Time to run!	ここも時間の問題ね 一旦逃げましょう	这里撑不了多久了，我们先撤。	
AR_MB_ROOFTOP.TXT	10	voice	a2s10_rayne4.wav	$	Rayne: As if it wasn't bad enough.	ああ ヤバイ方向に向かってるみたい	情况好像越来越糟了。	
AR_MB_ROOFTOP.TXT	11	voice	a2s10_rayne5.wav	$	Rayne: Close one.  Run, Rayne, run!	まずいわ 急いで逃げなきゃ！	不妙，得赶快逃出去！	
AR_MB_ROOFTOP.TXT	12	voice	a2s10_Rayne6.wav	$	Rayne: I know that face...	この顔は知ってる...	这张脸我见过……	
AR_MB_ROOFTOP.TXT	13	voice	a2s10_Rayne7.wav	$	Rayne: Time to deal with that machine gunner.	いいじゃない 続けて	不错，继续。	
AR_MB_ROOFTOP.TXT	14	voice	a2s10_Rayne8.wav	$	Rayne: Think before you act, Rayne.  Long range weapons.	考えてから行動して これは長距離攻撃用よ	动手前先想清楚。这是远程攻击用的武器。	
AR_MB_ROOFTOP.TXT	15	voice	a6s1_rayne190.wav	$	Rayne: Let's see. Bad guys plus big guns and a long, narrow hall... Fuck.	大きな銃を持った悪人がいる 狭くて長い廊下ってことね...最悪	拿着重火力的坏蛋，再加上一条狭长走廊……糟透了。	
AR_MB_ROOFTOP.TXT	16	voice	a6s1_rayne191.wav	$	Rayne: I'm going to need a ranged weapon, preferably one that shoots around corners.	隅の部分も攻撃できる武器が必要だわ	我需要一把能轰到拐角后面的武器。	
AR_MB_ROOFTOP.TXT	19	voice	a2s12_butcheress4.wav	Butcheress	Butcheress: Eckstein, finally!  Where's Kommando?	エクスタイン コマンドーはどこなの？	埃克施泰因突击队员在哪里？	
AR_MB_ROOFTOP.TXT	20	voice	a2s12_Rayne1.wav	Rayne	"Rayne: Eckstein won't be answering any questions, ""Butcheress""."	エクスタインは 質問には答えられそうもないわ	看来埃克施泰因已经回答不了问题了。	
AR_MB_ROOFTOP.TXT	21	voice	a2s12_butcheress5.wav	Butcheress	Butcheress: We have something in common, you and I.  I am a direct descendant of Erzsebet Bathory.  You know the name?	私たちには共通点があるのをご存知？\n二人ともエリザベス・バスリーの子孫なの 聞いてたかしら？	你知道吗？我们其实有一个共同点。\n我们都是伊丽莎白·巴托里的后裔。你听说过她吧？	
AR_MB_ROOFTOP.TXT	22	voice	a2s12_Rayne2.wav	Rayne	"Rayne: The ""Blood Countess""."	吸血伯爵夫人の...？	血腥伯爵夫人……？	
AR_MB_ROOFTOP.TXT	23	voice	a2s12_butcheress6.wav	Butcheress	Butcheress: I had a feeling you'd recognize the name.  You should appreciate the lust for blood.	やっぱりあなたも知ってたわね だから私たち 血に飢えてるのよ	果然，你也知道她。所以我们才会如此渴望鲜血。	
AR_MB_ROOFTOP.TXT	24	voice	a2s12_Rayne3.wav	Rayne	Rayne: I don't appreciate senseless killing.  You're a monster, like those creatures down below.	一緒にしないでくれる\nあなたはここの生き物と同じ 汚いバケモノよ	别把我跟你相提并论。\n你和这里那些生物一样，都是肮脏的怪物。	
AR_MB_ROOFTOP.TXT	25	voice	a2s12_butcheress9.wav	Butcheress	"Butcheress: The natives call them ""Daemites."""	あれはデアマイツっていうのよ	它们叫魔蛭。	
AR_MB_ROOFTOP.TXT	26	voice	a2s12_soldier1_1.wav	Soldier1	Soldier: No, please doctor, not me!	お願いです やめてください ドクター！	求求您，住手吧，博士！	
AR_MB_ROOFTOP.TXT	27	voice	a2s12_soldier1_2.wav	Soldier1	Soldier: Neeeeeeeeeiiiiiiiiiinnnnnnnn!			
AR_MB_ROOFTOP.TXT	28	voice	a2s12_butcheress10.wav	Butcheress	Butcheress: This is fascinating.	素敵な響き...	真是悦耳的声音……	
AR_MB_ROOFTOP.TXT	29	voice	a2s12_butcheress11.wav	Butcheress	Butcheress: First they squeeze their soft bodies into the mouth.  They secrete digestive enzymes from their skin to eat the brain.	あの坊やたちだけど 口から人間の体に入り込み\n皮膚から消化酵素を分泌して脳を食い散らしてしまう	那些小家伙会从嘴里钻进人体，\n再从皮肤分泌消化酶，把宿主的大脑啃得一干二净。	
AR_MB_ROOFTOP.TXT	30	voice	a2s12_butcheress12.wav	Butcheress	Butcheress: The tail is inserted, rather forcefully, into the spinal column, tapping directly into the host's nervous system.	坊やたちの尻尾が宿主に納まる頃には\n完全にその神経系統を乗っ取ってしまうというわけ	等它们的尾巴完全收进宿主体内，\n宿主的神经系统也就彻底落入它们的控制了。	
AR_MB_ROOFTOP.TXT	31	voice	a2s12_butcheress13.wav	Butcheress	Butcheress: They control the host body like a puppet, seeking extremes of pleasure and pain.  Mostly the easier sensation wins out: pain.	そして 乗っ取った人間を操り 殺戮の喜びを求めて活動する\n欲望が満たされることは永遠に...ない	之后，它们会操纵宿主，四处追寻杀戮的快感。\n可那份欲望永远……都不会得到满足。	
AR_MB_ROOFTOP.TXT	32	voice	a2s12_butcheress14.wav	Butcheress	Butcheress: They also reproduce asexually in the chest cavity.	坊やたちは肺の中で 更に更に繁殖するのよ	那些小家伙还会在宿主的肺里不断繁殖。	
AR_MB_ROOFTOP.TXT	33	voice	a2s12_butcheress15.wav	Butcheress	Butcheress: Quite remarkable, really.	本当にすばらしいわ	真是太美妙了。	
AR_MB_ROOFTOP.TXT	34	voice	a2s12_Rayne4.wav	Rayne	Rayne: If you say so.  What are you going to do with them?	その坊やたちで いったい何がしたいの？	你到底想用这些小家伙干什么？	
AR_MB_ROOFTOP.TXT	35	voice	a2s12_butcheress17.wav	Butcheress	Butcheress: Let me see.  I could keep them here and feed them with my men, or I could unleash them on your country.  Tough choice.	そうね 私の忠実な僕として\nここで飼うのも\n世界中にばら撒くのもいいかも	让我想想。可以把它们养在这里，\n当作我忠实的仆人；\n也可以把它们散布到全世界。	
AR_MB_ROOFTOP.TXT	36	voice	a2s12_butcheress18.wav	Butcheress	Butcheress: Watch your step!	足元に気をつけな！	小心脚下！	
AR_MB_ROOFTOP.TXT	37	voice	a2s12_butcheress19.wav	Butcheress	Butcheress: Ha ha ha ha ha.			
AR_MB_ROOFTOP.TXT	38	voice	a2s12_butcheress20.wav	Butcheress	Butcheress: Somebody wants to meet you!	坊やたちと 仲良くおし！	跟我的小家伙们好好相处吧！	
AR_MB_ROOFTOP.TXT	39	voice	a2s12_Rayne5.wav	$	Rayne: You know, you're right.  Fascinating creatures.  I could watch them for hours.	大好きな坊やたちと仲良く暮らしていけるかしら？	不知道你能不能和自己最爱的宠物好好过日子？	
AR_MB_ROOFTOP.TXT	40	voice	a2s12_rayne6.wav	$	"Rayne: I need to find that relic and destroy these ""Daemites""."	レリックを見つけ デアマイツを一掃しなきゃ	我得找到圣物，再把魔蛭全部清掉。	
AR_MB_ROOFTOP.TXT	41	voice	a2s12_rayne7.wav	$	"Rayne: ""Feuer"" ...fire.  Nazis can be so helpful."	この焼却っていうボタンを押せばどうなる...？	按下这个写着“焚化”的按钮，会发生什么呢……？	
AR_MB_ROOFTOP.TXT	42	voice	a2s12_rayne8.wav	$	Rayne: That's more like it.	片付いたわ	全都收拾干净了。	
AR_MB_ROOFTOP.TXT	43	voice	a2s12_rayne9.wav	$	Rayne: I've gotta find a way into the mine so I can access the temple.	寺院の向こうに行くには 採掘場を抜けなきゃ	要去神庙另一边，就得先穿过采掘场。	
AR_MB_ROOFTOP.TXT	44	voice	a5s5_rayne94.wav	$	Rayne: I'm gonna feed you to your pets, bitch!	自分のペットの餌になりな バカ女！	去给你自己的宠物当饲料吧，蠢货！	
AR_MB_ROOFTOP.TXT	45	voice	a5s5_rayne95.wav	$	Rayne: You've got some nice moves.  Too bad they won't save you!	なかなかやるじゃない\nでも それじゃ私は倒せないわよ	你还挺能打的嘛。\n不过，光凭这点本事可打不倒我。	
AR_MB_ROOFTOP.TXT	46	voice	a5s5_rayne96.wav	$	Rayne: Ow!  You bitch!	ああ この馬鹿！	啊，你这个蠢货！	
AR_MB_ROOFTOP.TXT	49	hud	ost_butcheressisdead		Dr. Bathory Mengele eliminated.	Dr.バスリー・メンゲールを抹殺した	巴托里·门格勒博士已被消灭	
AR_MB_ROOFTOP.TXT	51	hud	objectiveBunker		Explore the Bunker.	監視塔に侵入せよ	潜入瞭望塔	
AR_MB_ROOFTOP.TXT	52	hud	objectiveToRooftop		Find way onto Rooftop.	屋上に向え	前往屋顶	
AR_MB_ROOFTOP.TXT	53	hud	objectiveMG		Destroy machine gun nest.	マシンガン陣地を始末せよ	摧毁机枪阵地	
AR_MB_ROOFTOP.TXT	54	hud	objectiveGrenadier		Destroy the machinegun nest.	グレネードランチャーを入手せよ	取得榴弹发射器	
AR_MB_ROOFTOP.TXT	55	hud	objectiveButcheress		Eliminate Target	Dr.バスリー・メンゲールを抹殺せよ	消灭巴托里·门格勒博士	
AR_MB_ROOFTOP.TXT	56	hud	objectiveToMine		Find route to Mine.	採掘場に向え	前往采掘场	
AR_MB_ROOFTOP.TXT	57	hud	objectiveRun		Run!	走れ!	快跑！	
AR_MB_ROOFTOP.TXT	58	hud	objectiveEnemies		Eliminate Enemy presence.	デアマイツを全て始末せよ	消灭所有魔蛭	
AR_MB_ROOFTOP.TXT	60	hud	menuforintro		Options	オプション	选项	
AR_MB_ROOFTOP.TXT	61	hud	menugotraining		Training	トレーニング	训练	
AR_MB_ROOFTOP.TXT	62	hud	menuskiptraining		Skip Training	トレーニングをスキップ	跳过训练	
AR_MB_ROOFTOP.TXT	63	hud	level4bloodrage		You have gained the ability to perform a Level 4 Bloodrage attack!	レベル4のブラッドレイジコンボをマスターした	已掌握4级血怒连击	
AR_MB_ROOFTOP.TXT	65	hud	ost_PreludeDate		1938 - Argentina	1938年アルゼンチン	1938年，阿根廷	
AR_MB_ROOFTOP.TXT	66	hud	ost_doorcantopen		This door cannot be opened.	ここは開かない	这里打不开。	
AR_MB_ROOFTOP.TXT	67	hud	ost_doorislocked		This door is locked.	鍵がかかっている	门锁着。	
AR_MB_ROOFTOP.TXT	68	hud	ost_blank					
AR_MINE_NORTH.TXT	0	hud	MissionDescription		Deep	Deep	深处	
AR_MINE_NORTH.TXT	2	hud	ost_detonate1		Picked up: Detonator.	起爆装置を入手した	已取得起爆装置	
AR_MINE_NORTH.TXT	3	hud	ost_explosive1		Picked up: Explosives.	爆薬を入手した	已取得炸药	
AR_MINE_NORTH.TXT	4	hud	ost_needExplosive		You need explosives to blast through here.	ここを爆破して通るために爆薬が必要です	需要炸药才能炸开这里并继续前进	
