file	line	kind	key	speaker	english	chinese	note
AR_MB_ROOFTOP.TXT	42	voice	a2s12_rayne8.wav	$	Rayne: That's more like it.	莱恩：这才像话。	
AR_MB_ROOFTOP.TXT	43	voice	a2s12_rayne9.wav	$	Rayne: I've gotta find a way into the mine so I can access the temple.	莱恩：得先找到进矿井的路，才能去神庙。	
AR_MB_ROOFTOP.TXT	44	voice	a5s5_rayne94.wav	$	Rayne: I'm gonna feed you to your pets, bitch!	莱恩：我要把你喂给你那些宝贝，婊子！	
AR_MB_ROOFTOP.TXT	45	voice	a5s5_rayne95.wav	$	Rayne: You've got some nice moves.  Too bad they won't save you!	莱恩：身手不错，可惜救不了你的命！	
AR_MB_ROOFTOP.TXT	46	voice	a5s5_rayne96.wav	$	Rayne: Ow!  You bitch!	莱恩：喂！你个婊子！	
AR_MB_ROOFTOP.TXT	49	hud	ost_butcheressisdead		Dr. Bathory Mengele eliminated.	已消灭巴托里·门格勒博士	
AR_MB_ROOFTOP.TXT	51	hud	objectiveBunker		Explore the Bunker.	探索地堡	
AR_MB_ROOFTOP.TXT	52	hud	objectiveToRooftop		Find way onto Rooftop.	设法登上屋顶	
AR_MB_ROOFTOP.TXT	53	hud	objectiveMG		Destroy machine gun nest.	摧毁机枪阵地	
AR_MB_ROOFTOP.TXT	54	hud	objectiveGrenadier		Destroy the machinegun nest.	摧毁机枪阵地	
AR_MB_ROOFTOP.TXT	55	hud	objectiveButcheress		Eliminate Target	消灭目标	
AR_MB_ROOFTOP.TXT	56	hud	objectiveToMine		Find route to Mine.	寻找通往矿井的路线	
AR_MB_ROOFTOP.TXT	57	hud	objectiveRun		Run!	快跑！	
AR_MB_ROOFTOP.TXT	58	hud	objectiveEnemies		Eliminate Enemy presence.	肃清敌人	
AR_MB_ROOFTOP.TXT	60	hud	menuforintro		Options	选项	
AR_MB_ROOFTOP.TXT	61	hud	menugotraining		Training	训练	
AR_MB_ROOFTOP.TXT	62	hud	menuskiptraining		Skip Training	跳过训练	
AR_MB_ROOFTOP.TXT	63	hud	level4bloodrage		You have gained the ability to perform a Level 4 Bloodrage attack!	你已获得4级血怒攻击！	
AR_MB_ROOFTOP.TXT	65	hud	ost_PreludeDate		1938 - Argentina	1938年 - 阿根廷	
AR_MB_ROOFTOP.TXT	66	hud	ost_doorcantopen		This door cannot be opened.	这扇门打不开	
AR_MB_ROOFTOP.TXT	67	hud	ost_doorislocked		This door is locked.	这扇门锁着	
AR_MB_ROOFTOP.TXT	68	hud	ost_blank				
AR_MINE_NORTH.TXT	0	hud	MissionDescription		Deep	深处	
AR_MINE_NORTH.TXT	2	hud	ost_detonate1		Picked up: Detonator.	获得：起爆器	
AR_MINE_NORTH.TXT	3	hud	ost_explosive1		Picked up: Explosives.	获得：炸药	
AR_MINE_NORTH.TXT	4	hud	ost_needExplosive		You need explosives to blast through here.	需要炸药才能炸开这里	
AR_MINE_NORTH.TXT	5	hud	ost_needDetonator		You need a detonator to set off the explosives.	需要起爆器才能引爆炸药	
AR_MINE_NORTH.TXT	6	hud	ost_setExplosive		Explosive charge set.  Stand back!	炸药已安放，快退后！	
AR_MINE_NORTH.TXT	7	hud	ost_pump		Pump activated.	水泵已启动	
AR_MINE_NORTH.TXT	8	hud	ost_flood1		This corridor is flooded.  The water pumps must be off-line.	这条走廊被水淹了，水泵应该都停了	
AR_MINE_NORTH.TXT	9	hud	ost_flood2		This corridor is still a little flooded.  There must be another water pump.	这里还有些积水，肯定还有另一台水泵	
AR_MINE_NORTH.TXT	10	hud	ost_demoEnd		Demo complete.  Congratulations!	已通关Demo，恭喜！	
AR_MINE_NORTH.TXT	11	hud	ost_demoStart		Make your way deeper into the mine.	继续深入矿井	
AR_MINE_NORTH.TXT	12	hud	ost_DetonatorDown		The officer dropped a detonator!	军官掉下了一枚起爆器！	
AR_MINE_NORTH.TXT	14	voice	a2s14_soldier1_1.wav	Soldier1	Soldier: Set the charge!  Seal the tunnel!	士兵：放炸药！把隧道封死！	
AR_MINE_NORTH.TXT	15	voice	a2s14_soldier2_1.wav	Soldier2	Soldier: What do you think I'm doing here?!	士兵：你以为我在干什么？！	
AR_MINE_NORTH.TXT	16	voice	a2s14_Mineofficer1.wav	MineOfficer	MineOfficer: Clear!	矿区军官：快撤！	
AR_MINE_NORTH.TXT	17	voice	a2s14_soldier1_2.wav	Soldier1	Soldier: Lieutenant Strosczek and his men are still back there!	士兵：斯特罗切克中尉和他的人还在里面！	
AR_MINE_NORTH.TXT	18	voice	a2s14_Mineofficer2.wav	MineOfficer	MineOfficer: They're gone, soldier.	矿区军官：他们已经完了，士兵。	
AR_MINE_NORTH.TXT	19	voice	a2s14_Mineofficer3.wav	MineOfficer	MineOfficer: Oh no!  It's her! Fall back and regroup!	矿区军官：不好！是她！撤退，重新集结！	
AR_MINE_NORTH.TXT	20	voice	a2s14_rayne1.wav	$	Rayne: It's me alright.  Keep running.  While you can.	莱恩：没错，是我。继续跑啊，趁你们还跑得动。	
AR_MINE_NORTH.TXT	21	voice	a2s14_rayne2.wav	$	Rayne: The temple must be deeper in this mine.	莱恩：神庙肯定就在矿井更深处。	
AR_MINE_NORTH.TXT	22	voice	a2s14_rayne3.wav	$	Rayne: The tunnel is sealed.  I need explosives and a detonator to blast my way through.	莱恩：隧道被封死了，我得弄到炸药和起爆器，把路炸开。	
AR_MINE_NORTH.TXT	23	voice	a2s14_rayne4.wav	$	Rayne: Dammit, no detonator.  The officer had one.	莱恩：该死，没有起爆器，刚才那个军官身上有。	
AR_MINE_NORTH.TXT	24	voice	a2s14_rayne5.wav	$	Rayne: Just what the doctor ordered for blocked passageways.	莱恩：正好拿来治治这种堵路的毛病。	
AR_MINE_NORTH.TXT	25	voice	a2s14_rayne6.wav	$	Rayne: But first I need the detonator from that officer.	莱恩：不过得先从那个军官身上拿到起爆器。	
AR_MINE_NORTH.TXT	26	voice	a2s14_rayne7.wav	$	Rayne: All set...better back up.	莱恩：都装好了……最好退远点。	
AR_MINE_NORTH.TXT	27	voice	a2s14_soldier1_3.wav	SoldierTargetGuard1	Soldier: We're all going to die!	士兵：我们全都要死了！	
AR_MINE_NORTH.TXT	28	voice	a2s14_Mineofficer4.wav	MineOfficer	Officer: Hold your ground!	军官：守住阵地！	
AR_MINE_NORTH.TXT	29	voice	a2s14_soldier2_2.wav	SoldierTargetGuard2	Soldier: They're everywhere!	士兵：到处都是！	
AR_MINE_NORTH.TXT	30	voice	a2s14_soldier2_3.wav	SoldierTargetGuard4	Soldier: We're doomed	士兵：我们完了！	
AR_MINE_NORTH.TXT	31	voice	a2s14_soldier1_4.wav	SoldierTargetGuard3	Soldier: They're all over the place!	士兵：它们哪儿都是！	
AR_MINE_NORTH.TXT	32	voice	a2s14_Mineofficer5.wav	Officer	Officer: Die!	军官：去死！	
AR_MINE_NORTH.TXT	33	voice	a2s14_rayne8.wav	$	Rayne: I need his detonator.	莱恩：我需要他的起爆器。	
AR_MINE_NORTH.TXT	34	voice	a2s14_rayne9.wav	$	Rayne: Got the detonator.	莱恩：起爆器到手。	
AR_MINE_NORTH.TXT	35	voice	a2s14_rayne10.wav	$	Rayne: Now where would a girl find some demolition charges?	莱恩：接下来，一个姑娘该上哪儿找爆破炸药呢？	
AR_MINE_NORTH.TXT	37	hud	demoIntro1		Argentina Mine, 1938 - Mission Briefing: Digging for the mythical Skull of Beliar, the Nazis have uncovered something else.  Something much, much worse: ancient parasitic life forms that feed on, and take complete control over their human hosts.	阿根廷矿井，1938年\n任务简报：\n纳粹在挖掘传说中的贝利亚之颅时，还挖出了别的东西，\n一种糟糕得多的东西：古老的寄生生物。\n它们以人类为食，还能彻底控制宿主。	
AR_MINE_NORTH.TXT	38	hud	demoIntro2		BloodRayne, you must scout deeper into the mining facility to discover the source of these parasites.	莱恩，你必须深入矿区，查出这些寄生生物的源头。	
AR_MINE_NORTH.TXT	39	hud	demoIntro3		The mineshafts are heavily secured.  You'll need to find the Nazi munitions officer in the Northern Sector, kill him, and take the detonator he carries. Then find the right explosives to secure deeper access into the mines.	矿井戒备森严。\n先找到北区的纳粹军火官，杀掉他，拿走他身上的起爆器。\n然后找到合适的炸药，炸开通往矿井深处的道路。	
AR_MINE_NORTH.TXT	41	hud	ObjectiveFindExplosive		Find explosives.	寻找炸药	
AR_MINE_NORTH.TXT	42	hud	ObjectiveFindDetonator		Find detonator.	寻找起爆器	
AR_MINE_NORTH.TXT	43	hud	ObjectiveBlast		Blast through rubble.	炸开碎石堆	
AR_MINE_NORTH.TXT	44	hud	ObjectiveFindBoth		Find explosives and a detonator.	寻找炸药和起爆器	
AR_MINE_NORTH.TXT	45	hud	objectiveOfficer		Eliminate Officer	消灭军官	
AR_MINE_SOUTH.TXT	0	hud	MissionDescription		Deeper	更深处	
AR_MINE_SOUTH.TXT	2	voice	a2s2_rayne7.wav	$	Rayne: Can't leave yet.	莱恩：现在还不能走。	
AR_MINE_SOUTH.TXT	3	voice	a2s2_rayne8.wav	$	Rayne: I haven't met all the objectives.	莱恩：任务还没全部完成。	
AR_MINE_SOUTH.TXT	4	voice	a2s2_rayne9.wav	$	Rayne: There are still targets in this area.	莱恩：这里还有目标没解决。	
AR_MINE_SOUTH.TXT	5	voice	a2s2_rayne10.wav	$	Rayne: No, I've got things to do first.	莱恩：不行，我还有事要办。	
AR_MINE_SOUTH.TXT	6	voice	a2s2_rayne11.wav	$	Rayne: No, I'm not done here.	莱恩：不行，这里的事还没完。	
AR_MINE_SOUTH.TXT	8	voice	a2s14_rayne7.wav	$	Rayne: All set...better back up.	莱恩：都装好了……最好退远点。	
AR_MINE_SOUTH.TXT	10	hud	ost_detonate1		Picked up: Detonator.	获得：起爆器	
AR_MINE_SOUTH.TXT	11	hud	ost_explosive1		Picked up: Explosives.	获得：炸药	
AR_MINE_SOUTH.TXT	12	hud	ost_needExplosive		You need explosives to blast through here.	需要炸药才能炸开这里	
AR_MINE_SOUTH.TXT	13	hud	ost_needDetonator		You need a detonator to set off the explosives.	需要起爆器才能引爆炸药	
AR_MINE_SOUTH.TXT	14	hud	ost_setExplosive		Explosive charge set.  Stand back!	炸药已安放，快退后！	
AR_MINE_SOUTH.TXT	15	hud	ost_pump		Pump activated.	水泵已启动	
AR_MINE_SOUTH.TXT	17	voice	a2s14_rayne11.wav	$	Rayne: They sealed this tunnel too.  I need to clear it.	莱恩：这条隧道也被封了，得把它炸开。	
AR_MINE_SOUTH.TXT	18	voice	a2s14_rayne12.wav	$	Rayne: No good without a detonator.	莱恩：没有起爆器，光有炸药没用。	
AR_MINE_SOUTH.TXT	19	voice	a2s14_rayne13.wav	$	Rayne: I need his detonator.	莱恩：我需要他的起爆器。	
AR_MINE_SOUTH.TXT	20	voice	a2s14_rayne14.wav	$	Rayne: Got it.	莱恩：拿到了。	
AR_MINE_SOUTH.TXT	21	voice	a2s14_rayne15.wav	$	Rayne: Now I just need some more demolition charges.	莱恩：现在只差更多爆破炸药。	
AR_MINE_SOUTH.TXT	22	voice	a2s14_rayne16.wav	$	Rayne: Great.  Demolition charges.	莱恩：太好了，爆破炸药。	
AR_MINE_SOUTH.TXT	23	voice	a2s14_rayne17.wav	$	Rayne: No good without a detonator.	莱恩：没有起爆器，还是没用。	
AR_MINE_SOUTH.TXT	24	voice	a2s14_rayne18.wav	$	Rayne: That looks painful.  There might be pumps to drain the water.	莱恩：看着就疼。附近应该有水泵能把水抽干。	
AR_MINE_SOUTH.TXT	25	voice	a2s14_rayne19.wav	$	Rayne: Not good enough.  There should be more pumps somewhere else.	莱恩：还不够，别的地方肯定还有水泵。	
AR_MINE_SOUTH.TXT	26	voice	a2s14_soldier1_5.wav	Soldier	Soldier1: Oh my God!  They've broken through!	士兵1：天哪！它们冲进来了！	
AR_MINE_SOUTH.TXT	27	voice	a2s14_soldier2_4.wav	Soldier	Soldier2: Kill 'em all!  Kill 'em all!	士兵2：全杀了！一个都别留！	
AR_MINE_SOUTH.TXT	28	voice	a2s14_rayne20.wav	$	Rayne: I figured I'd see you again.  This time one of us will die.	莱恩：我就知道咱们还会再见面，不过这次，咱们俩只能活一个。	
AR_MINE_SOUTH.TXT	29	voice	a5s5_rayne151.wav	$	Rayne: This time, one of us will most assuredly die. And the other one's called Rayne.	莱恩：这一次，绝对得死一个。至于活下来的那个？不好意思，叫莱恩。	
AR_MINE_SOUTH.TXT	31	voice	a5s5_rayne86.wav	$	Rayne: Nope. I need a control turnkey.	莱恩：不行，我需要控制钥匙。	
AR_MINE_SOUTH.TXT	32	voice	a5s5_rayne87.wav	$	Rayne: Kommando's turnkey should do the trick.	莱恩：突击队长的钥匙应该能用。	
AR_MINE_SOUTH.TXT	34	voice	a5s5_rayne88.wav	$	Rayne: Kommando. Long time no see.	莱恩：好久不见了，突击队长。	
AR_MINE_SOUTH.TXT	35	voice	a5s5_rayne89.wav	$	Rayne: I love what you've done with yourself.	莱恩：你这副新造型挺不错嘛。	
AR_MINE_SOUTH.TXT	36	voice	a5s5_rayne90.wav	$	Rayne: You got a new haircut, and your lips are all ripped and bloody.	莱恩：换了发型，嘴也撕得血肉模糊。	
AR_MINE_SOUTH.TXT	37	voice	a5s5_rayne91.wav	$	Rayne: You look fabulous.	莱恩：真是美极了。	
AR_MINE_SOUTH.TXT	38	voice	a5s5_rayne93.wav	$	Rayne: I guess I didn't kill you enough the first time. I won't make that mistake again.	莱恩：看来上次我杀得还不够彻底，这次不会再犯同样的错了。	
AR_MINE_SOUTH.TXT	40	voice	a2s9_DaemiteOff1.wav	Kommando	Kommando: I'll wear you like lederhosen.	突击队长：我要把你做成皮裤穿。	
AR_MINE_SOUTH.TXT	42	voice	a6s1_rayne172.wav	$	Rayne: Cute. That's the first thing you've ever said to me, and I've heard it all before. You need a better come on.	莱恩：真可爱。你第一次跟我说话，就拿了句我早听过的台词，这搭讪水平得再练练。	
AR_MINE_SOUTH.TXT	43	voice	a6s1_rayne173.wav	$	Rayne: This time, without a doubt, one of us will die.	莱恩：这次毫无疑问，咱们俩会死一个。	
AR_MINE_SOUTH.TXT	45	hud	ObjectiveFindTemple		Find the source of the Daemites.	找到魔蛭的源头	
AR_MINE_SOUTH.TXT	46	hud	ObjectiveActivatePump		Activate the water pump to clear the tunnel.	启动水泵，排空隧道	
AR_MINE_SOUTH.TXT	47	hud	ObjectiveFindExplosive		Find some explosives.	寻找炸药	
AR_MINE_SOUTH.TXT	48	hud	ObjectiveFindDetonator		Find a detonator.	寻找起爆器	
AR_MINE_SOUTH.TXT	49	hud	ObjectiveFindBoth		Find explosives and a detonator.	寻找炸药和起爆器	
AR_MINE_SOUTH.TXT	50	hud	objectiveOfficer		Eliminate Officer	消灭军官	
AR_MINE_SOUTH.TXT	51	hud	ObjectiveBlast		Blast through the barricade.	炸开路障	
AR_MINE_SOUTH.TXT	52	hud	ObjectiveFoundKey		Found a turnkey.	找到一把控制钥匙	
AR_MINE_SOUTH.TXT	53	hud	ObjectiveNeedKey		The control panel is locked.	控制面板已上锁	
AR_TEMPLE_1.TXT	0	hud	MissionDescription		The Temple	神庙	
AR_TEMPLE_1.TXT	2	hud	ObjectiveFindExit		Find the temple core.	找到神庙核心	
AR_TEMPLE_2.TXT	0	hud	MissionDescription		Temple Guardians	神庙守卫	
AR_TEMPLE_2.TXT	2	hud	ObjectiveFindExit		Find the temple core.	找到神庙核心	
AR_TEMPLE_2.TXT	3	hud	ObjectiveKillGuardians		Eliminate the three guardian daemites.	消灭三只守卫魔蛭	
AR_TEMPLE_3.TXT	0	hud	MissionDescription		Final Ascent	最后的攀登	
AR_TEMPLE_3.TXT	2	hud	ObjectiveFindExit		Find the exit.	找到出口	
AR_TEMPLE_4.TXT	0	hud	MissionDescription		Temple Internal	神庙内部	
AR_TEMPLE_4.TXT	2	hud	ObjectiveFindExit		Find the temple core.	找到神庙核心	
AR_TEMPLE_5.TXT	0	hud	MissionDescription		Daemite Chamber	魔蛭巢穴	
AR_TEMPLE_5.TXT	2	voice	a2s15_rayne1.wav	$	Rayne: Oh my God!	莱恩：我的天！	
AR_TEMPLE_5.TXT	3	voice	a2s15_rayne2.wav	$	Rayne: Too many for my taste.	莱恩：这也太多了。	
AR_TEMPLE_5.TXT	4	voice	a2s15_rayne4.wav	$	Rayne: Easy Rayne.  You can do this.  Keep quiet and tread softly.	莱恩：冷静，莱恩，你能行的。别出声，放轻脚步。	
AR_TEMPLE_5.TXT	5	voice	a2s15_rayne5.wav	$	Rayne: I'm dead.	莱恩：我死定了。	
AR_TEMPLE_5.TXT	6	voice	a2s15_rayne6.wav	$	Rayne: Beliar's crystal skull!	莱恩：贝利亚的水晶头骨！	
AR_TEMPLE_5.TXT	7	voice	a2s15_rayne7.wav	$	Rayne: That's what all the fuss is about?  A chunk of glass?	莱恩：他们闹这么大，就为了这块玻璃？	
AR_TEMPLE_5.TXT	8	voice	a2s15_rayne8.wav	$	Rayne: Ahhhh! The skull just holds the real relic: the eye.	莱恩：啊！头骨只是个容器，真正的遗物是里面那只眼睛。	
AR_TEMPLE_5.TXT	9	voice	a2s15_rayne9.wav	$	Rayne: Yeaaaarrrgghhh!	莱恩：啊啊啊啊！	
AR_TEMPLE_5.TXT	10	voice	a2s15_rayne10.wav	$	Rayne: Ohhhhhh shit.	莱恩：哦……操。	
AR_TEMPLE_5.TXT	11	voice	a2s15_rayne11.wav	$	Rayne: Whoa...ugh, I...I feel...	莱恩：呃……我……我感觉……	
AR_TEMPLE_5.TXT	12	voice	a2s15_rayne12.wav	$	Rayne: Beliar's Eye is...it's in my head!	莱恩：贝利亚之眼……它、它跑到我脑子里去了！	
AR_TEMPLE_5.TXT	13	voice	a2s15_soldier1_1.wav	Soldier1	Soldier: Kruger!  Maier!  Load that thing with explosives and blow it all to hell!	士兵：克鲁格！迈尔！给那东西塞满炸药，把这里全炸上天！	
AR_TEMPLE_5.TXT	14	voice	a2s15_soldier1_2.wav	Soldier1	Soldier: Hurry! Hurry! Load it up!	士兵：快！快点！把炸药装上去！	
AR_TEMPLE_5.TXT	15	voice	a2s15_Soldier2_1.wav	Soldier2	Soldier: More explosives! We need more!	士兵：还需要更多炸药！不够！	
AR_TEMPLE_5.TXT	16	voice	a2s15_Soldier3_6.wav	Soldier3	Soldier: Oh God, oh God!	士兵：天哪，天哪！	
AR_TEMPLE_5.TXT	17	voice	a2s15_soldier1_3.wav	Soldier1	Soldier: We don't have time!	士兵：没时间了！	
AR_TEMPLE_5.TXT	18	voice	a2s15_Soldier3_7.wav	Soldier3	Soldier: Cut it loose!  Now! Blow them up!	士兵：把它弄下来！快！炸死它们！	
AR_TEMPLE_5.TXT	19	voice	a2s15_rayne13.wav	$	Rayne: Time to go!	莱恩：该走了！	
AR_TEMPLE_5.TXT	21	hud	OST_Extruded		Extruded view = @@visionExtrudedButtonName@@	透视模式 = @@visionExtrudedButtonName@@	
AR_TEMPLE_5.TXT	22	hud	OST_Extruded2		Press @@moveAxis@@ to zoom in and out.  This mode is great for sniping.  Press @@turnAxis@@ to turn/look.	按@@moveAxis@@拉近或拉远视野，此模式非常适合狙击。按@@turnAxis@@转身或观察。	
AR_TEMPLE_5.TXT	23	hud	OST_Normal		Normal vision = @@visionNormalButtonName@@	普通视觉 = @@visionNormalButtonName@@	
AR_TEMPLE_5.TXT	24	hud	OST_Dilated		Enter Dilated Perception by pressing @@visionDilatedButtonName@@	按@@visionDilatedButtonName@@进入延缓感知	
AR_TEMPLE_5.TXT	25	hud	OST_Dilated2		This slows the entire world down, making it easier for Rayne to fight hand-to-hand and allowing her to literally dodge bullets.	该能力会让整个世界变慢，方便莱恩近身作战，甚至能让她真正躲开子弹。	
AR_TEMPLE_5.TXT	27	hud	ObjectiveFindSkull		Find the Skull of Beliar.	找到贝利亚的头骨	
AR_TEMPLE_5.TXT	28	hud	ObjectiveFindExit		Destroy the temple and exit.	摧毁神庙并逃出去	
DE_C1BROKENFRONT_A.TXT	0	hud	ost_officer1		2nd Lieutenant of Infantry David Von Haber: Eliminated.	步兵少尉戴维·冯·哈伯：已消灭	
DE_C1BROKENFRONT_A.TXT	1	hud	ost_officer2		Colonel Heinrich Eberhard: Eliminated.	海因里希·埃伯哈德上校：已消灭	
DE_C1BROKENFRONT_A.TXT	2	hud	ost_officer6		Lieutenant-Colonel Andreas Zahl: Eliminated.	安德烈亚斯·察尔中校：已消灭	
DE_C1BROKENFRONT_A.TXT	3	hud	ost_objective		Eliminate Officers	消灭军官	
DE_C1BROKENFRONT_A.TXT	4	hud	ost_door		This door cannot be opened.	这扇门打不开。	
DE_C1BROKENFRONT_A.TXT	5	voice	a1s0_Rayne17c.wav	none	Rayne: Nope, not done here.	莱恩：不行，这里的工作还没做完。	
DE_C1BROKENFRONT_A.TXT	6	voice	a1s0_Rayne18a.wav	none	Rayne: I'm done there.	莱恩：那边已经处理完了。	
DE_C1BROKENFRONT_A.TXT	7	voice	a3s1_rayne1.wav	none	Rayne: Castle Gaustadt.  A place where nightmares are born.  Vampires have called this place home for centuries.	莱恩：高施塔特城堡，噩梦诞生的地方。几个世纪以来，吸血鬼一直把这里当成老巢。	
DE_C1BROKENFRONT_A.TXT	8	voice	a3s1_rayne2.wav	none	Rayne: But now the Germans have put up an eviction notice.  They've made some progress, but the creatures they're up against are monsters even amongst vampires.	莱恩：可现在德国人送来了逐客令。\n他们确实取得了一些进展，不过对手就算放在吸血鬼里，也称得上怪物。	
DE_C1BROKENFRONT_A.TXT	9	voice	a3s1_rayne3.wav	none	Rayne: An ancient breed of vampire, cut off from the world, where in isolation, they evolved into perfect killers.	莱恩：那是一支与世隔绝的古老吸血鬼族群。\n长期孤立之下，它们进化成了完美的杀手。	
DE_C1BROKENFRONT_A.TXT	10	voice	a3s1_rayne4.wav	none	Rayne: Daylight is fading fast.  And with it any advantage the Nazis might have had.	莱恩：太阳很快就要下山了，纳粹的那点优势也会跟着一起消失。	
DE_C1BROKENFRONT_A.TXT	11	voice	a3s1_rayne5.wav	none	Rayne: I have a new target list from the Brimstone Society.  And an official objective to stop Wulf.	莱恩：硫磺会给了我一份新的目标名单，还有一项正式任务，阻止沃尔夫。	
DE_C1BROKENFRONT_A.TXT	12	voice	a3s1_rayne6.wav	none	Rayne: Wulf already has Beliar's teeth, ribs, a hand, and an eye.  Now he's after the black heart, hidden somewhere in this castle.	莱恩：沃尔夫已经拿到了贝利亚的牙齿、肋骨、一只手和一只眼睛，\n现在他盯上了藏在这座城堡里的黑心。	
DE_C1BROKENFRONT_A.TXT	13	voice	a3s1_rayne7.wav	none	Rayne: He wants to wake Beliar in himself.  Beliar.  A demon.  A devil.  Maybe even the devil.	莱恩：他想在自己体内唤醒贝利亚。\n贝利亚，一个恶魔，一个魔王……甚至可能就是魔鬼本身。	
DE_C1BROKENFRONT_A.TXT	14	voice	a3s1_rayne8.wav	none	Rayne: Wulf can't control this kind of power.  If Beliar is woken, we're all in big trouble.	莱恩：沃尔夫驾驭不了这种力量。一旦贝利亚苏醒，我们所有人都要倒大霉。	
DE_C1BROKENFRONT_A.TXT	15	voice	a3s1_rayne9.wav	none	Rayne: Wulf.  Remember, five years ago in Louisiana?  You almost killed me.	莱恩：沃尔夫，还记得五年前的路易斯安那吗？你差点杀了我。	
DE_C1BROKENFRONT_A.TXT	16	voice	a3s1_rayne10.wav	none	Rayne: I intend to pay you back...	莱恩：这笔账我会还给你……	
DE_C1BROKENFRONT_A.TXT	17	voice	a3s1_rayne11.wav	none	Rayne: ...with interest.	莱恩：……连本带利。	
DE_C1BROKENFRONT_A.TXT	18	voice	a3s1_soldier1_1.wav	SoldierIntro0	Guard: Papers.  Let me see your papers.	守卫：证件，把证件拿出来。	
DE_C1BROKENFRONT_A.TXT	19	voice	a3s1_soldier1_2.wav	SoldierIntro0	Guard: Danke.  Drive through.	守卫：谢谢，进去吧。	
DE_C1BROKENFRONT_A.TXT	20	voice	a3s1_rayne12.wav	none	Rayne: Thanks for the ride, fucko.	莱恩：谢了，蠢货，顺风车不错。	
DE_C1BROKENFRONT_A.TXT	21	voice	a3s1_rayne13.wav	$	Rayne: The sun hasn't set yet.  I'm going to get more than sunburned if I stay in the open.	莱恩：太阳还没下山。再待在外面，我可就不只是晒伤那么简单了。	
DE_C1BROKENFRONT_A.TXT	22	voice	a3s1_soldier1_3.wav	MGNestSoldier1	Soldier 1: When did you get here?	士兵1：你什么时候来的？	
DE_C1BROKENFRONT_A.TXT	23	voice	a3s1_Soldier2_1.wav	MGNestSoldier2	Soldier 2: When did I get where?	士兵2：我什么时候到哪儿了？	
DE_C1BROKENFRONT_A.TXT	24	voice	a3s1_soldier1_4.wav	MGNestSoldier1	Soldier 1: Here.	士兵1：这里。	
DE_C1BROKENFRONT_A.TXT	25	voice	a3s1_Soldier2_2.wav	MGNestSoldier2	Soldier 2: I just got here.	士兵2：我刚到啊。	
DE_C1BROKENFRONT_A.TXT	26	voice	a3s1_soldier1_5.wav	MGNestSoldier1	Soldier 1: I didn't mean here.  I can see that you just got here.  I meant this outfit.	士兵1：我不是说这个，我当然看得出你刚到。我是问你什么时候调到这支部队的。	
DE_C1BROKENFRONT_A.TXT	27	voice	a3s1_Soldier2_3.wav	MGNestSoldier2	Soldier 2: Oh.  Just now.	士兵2：哦，刚刚。	
DE_C1BROKENFRONT_A.TXT	28	voice	a3s1_soldier1_6.wav	MGNestSoldier1	Soldier 1: You just got here?	士兵1：你刚调来？	
DE_C1BROKENFRONT_A.TXT	29	voice	a3s1_Soldier2_4.wav	MGNestSoldier2	Soldier 2: I thought I just told you.	士兵2：我刚才不是说了吗？	
DE_C1BROKENFRONT_A.TXT	30	voice	a3s1_soldier1_7.wav	MGNestSoldier1	Soldier 1: Don't get on my last nerve.  So you're a rookie?	士兵1：别挑战我的耐心，所以你是新兵？	
DE_C1BROKENFRONT_A.TXT	31	voice	a3s1_Soldier2_5.wav	MGNestSoldier2	Soldier 2: Ja.	士兵2：是。	
DE_C1BROKENFRONT_A.TXT	32	voice	a3s1_MachineGunOff_1.wav	NaziOfficer1	Officer: I almost prefer an attack by the vampires than listen to this conversation.	军官：我宁愿吸血鬼现在就打过来，也不像听你们俩继续聊下去。	
DE_C1BROKENFRONT_A.TXT	33	voice	a3s1_soldier1_8.wav	MGNestSoldier1	Soldier 1: You'll get your wish soon enough.  It's almost night.	士兵1：很快就能如愿了，马上就天黑了。	
DE_C1BROKENFRONT_A.TXT	34	voice	a3s1_MachineGunOff_2.wav	NaziOfficer1	Officer: As long as they don't yap endlessly we'll get along.	军官：只要它们别没完没了地废话，我跟它们应该处得来。	
DE_C1BROKENFRONT_A.TXT	35	voice	a3s1_Soldier2_6.wav	MGNestSoldier2	Soldier 2: Have you ever seen any?  In real life, I mean?	士兵2：您真的见过吗？我是说，亲眼见过？	
DE_C1BROKENFRONT_A.TXT	36	voice	a3s1_MachineGunOff_3.wav	NaziOfficer1	Officer: Seen what soldier?  For once make a clear statement.	军官：见过什么，士兵？你就不能有一次把话说完整？	
DE_C1BROKENFRONT_A.TXT	37	voice	a3s1_Soldier2_7.wav	MGNestSoldier2	Soldier 2: Vampires.  I mean vampires.  Have you?	士兵2：吸血鬼，我说的是吸血鬼，您见过吗？	
DE_C1BROKENFRONT_A.TXT	38	voice	a3s1_MachineGunOff_4.wav	NaziOfficer1	Officer: Where in the world did you go to school?  Was that a complete sentence?  The whole German culture is going to hell.	军官：你到底在哪儿上的学？那也算一句完整的话？\n整个德国文化都快毁在你们手里了。	
DE_C1BROKENFRONT_A.TXT	39	voice	a3s1_soldier1_10.wav	MGNestSoldier1	Soldier 1: Just answer the man's question.	士兵1：你就回答他吧。	
DE_C1BROKENFRONT_A.TXT	40	voice	a3s1_MachineGunOff_5.wav	NaziOfficer1	Officer: Of course I have.	军官：当然见过。	
